Row.names	gene.symbol	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000005354	Txn2	thioredoxin 2 [Source:MGI Symbol;Acc:MGI:1929468]	2297.33987456725	-0.120621592639962	0.0970692216183383	-1.24263479843516	0.214002440616915	0.412185398970567
ENSMUSG00000005360	Slc1a3	solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:MGI Symbol;Acc:MGI:99917]	2.87288167988163	0.100024525381027	1.39435853474139	0.0717351548320233	0.942812678708887	NA
ENSMUSG00000005362	Crbn	cereblon [Source:MGI Symbol;Acc:MGI:1913277]	537.642264312008	0.0603289555059333	0.119823918357356	0.503480075872761	0.614626784975981	0.778181274802702
ENSMUSG00000005364	Il5ra	interleukin 5 receptor, alpha [Source:MGI Symbol;Acc:MGI:96558]	2.69084432831251	1.14459039128473	1.45103508104583	0.788809592707963	0.430223302016198	NA
ENSMUSG00000005370	Msh6	mutS homolog 6 (E. coli) [Source:MGI Symbol;Acc:MGI:1343961]	1888.44192516921	-0.0266016958967748	0.0920506374512707	-0.28898980640799	0.772589178220383	0.882194254070545
ENSMUSG00000005371	Fbxo11	F-box protein 11 [Source:MGI Symbol;Acc:MGI:2147134]	1230.81448067428	0.237859647741708	0.099087100140562	2.4005107365569	0.016372210453837	0.0692873678248853
ENSMUSG00000005373	Mlxipl	MLX interacting protein-like [Source:MGI Symbol;Acc:MGI:1927999]	0.41540487067822	-1.79813570183986	3.80407632657378	-0.472686546607595	0.636436826184845	NA
ENSMUSG00000005374	Tbl2	transducin (beta)-like 2 [Source:MGI Symbol;Acc:MGI:1351652]	814.533280986564	-0.404127647399941	0.105018864156071	-3.84814338497659	0.000119016390418362	0.00153412882110095
ENSMUSG00000005378	Wbscr22	Williams Beuren syndrome chromosome region 22 [Source:MGI Symbol;Acc:MGI:1913388]	592.465747434155	-0.0612183812953763	0.124526060762606	-0.491611000303637	0.622994365482558	0.783821016580098
ENSMUSG00000005397	Nid1	nidogen 1 [Source:MGI Symbol;Acc:MGI:97342]	17294.301781189	0.0055484260032027	0.0880089665706278	0.0630438717712934	0.949731569159738	0.974101181714627
ENSMUSG00000005410	Mcm5	minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:103197]	2257.26673589169	-0.330431975812727	0.0843065115582398	-3.91941226964967	8.87651643847223e-05	0.00121481752469956
ENSMUSG00000005413	Hmox1	heme oxygenase 1 [Source:MGI Symbol;Acc:MGI:96163]	530.940093850584	0.115342879730853	0.126388337004465	0.912606989415317	0.361449277016103	0.571439450788845
ENSMUSG00000005417	Mprip	myosin phosphatase Rho interacting protein [Source:MGI Symbol;Acc:MGI:1349438]	3683.73735706359	-0.245095995414664	0.0753202167238146	-3.25405324195211	0.00113770954779314	0.00921197226148047
ENSMUSG00000005442	Cic	capicua homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1918972]	2184.28184161359	-0.383816695922081	0.0928074317321093	-4.13562458047515	3.53990505950817e-05	0.000574774997278863
ENSMUSG00000005447	Pafah1b3	platelet-activating factor acetylhydrolase, isoform 1b, subunit 3 [Source:MGI Symbol;Acc:MGI:108414]	697.527479349389	0.0432029448277441	0.124442920893115	0.347170771287596	0.728463027956784	0.854451535485286
ENSMUSG00000005465	Il27ra	interleukin 27 receptor, alpha [Source:MGI Symbol;Acc:MGI:1355318]	22.5472445452486	0.961267727340255	0.484556692239557	1.98380858779889	0.0472771824179779	0.148680589798733
ENSMUSG00000005469	Prkaca	protein kinase, cAMP dependent, catalytic, alpha [Source:MGI Symbol;Acc:MGI:97592]	1830.622789769	-0.300622024709957	0.0941423497262465	-3.19327088801295	0.00140670916777526	0.0109257398674213
ENSMUSG00000005470	Asf1b	anti-silencing function 1B histone chaperone [Source:MGI Symbol;Acc:MGI:1914179]	667.961324561561	-0.295905278996356	0.11697274832287	-2.52969416585472	0.0114161988451572	0.0527507119052092
ENSMUSG00000005481	Ddx39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39 [Source:MGI Symbol;Acc:MGI:1915528]	2146.65273712233	-0.153710487694067	0.0973703273406972	-1.57861734567489	0.114423853607212	0.274932900667261
ENSMUSG00000005483	Dnajb1	DnaJ (Hsp40) homolog, subfamily B, member 1 [Source:MGI Symbol;Acc:MGI:1931874]	2397.57644063312	-0.192256658368036	0.0971666430182864	-1.97862818345854	0.0478578840964036	0.149888454544623
ENSMUSG00000005493	Msh4	mutS homolog 4 (E. coli) [Source:MGI Symbol;Acc:MGI:1860077]	3.15351789014501	-0.837182876267612	1.31013838077355	-0.639003397315411	0.522820721801142	NA
ENSMUSG00000005501	Usp40	ubiquitin specific peptidase 40 [Source:MGI Symbol;Acc:MGI:2443184]	585.546078985251	0.139237381231646	0.1178094618892	1.18188623391387	0.237250844901765	0.440407490140375
ENSMUSG00000005505	Kbtbd4	kelch repeat and BTB (POZ) domain containing 4 [Source:MGI Symbol;Acc:MGI:1914386]	186.960134533052	-0.487186918711705	0.184306569047516	-2.6433508107142	0.00820899331236184	0.0410752829097006
ENSMUSG00000005506	Celf1	CUGBP, Elav-like family member 1 [Source:MGI Symbol;Acc:MGI:1342295]	3369.53118950465	0.198784682988793	0.0765376895269351	2.59721300992287	0.00939836212187505	0.0454595905252457
ENSMUSG00000005510	Ndufs3	NADH dehydrogenase (ubiquinone) Fe-S protein 3 [Source:MGI Symbol;Acc:MGI:1915599]	651.404953097776	-0.133919035487409	0.122393523389195	-1.09416766328038	0.273881450921831	0.482617111638845
ENSMUSG00000005514	Por	P450 (cytochrome) oxidoreductase [Source:MGI Symbol;Acc:MGI:97744]	2249.90985067565	-0.290392960600019	0.0835205123245573	-3.47690588237251	0.000507235839884616	0.00484736193695376
ENSMUSG00000005533	Igf1r	insulin-like growth factor I receptor [Source:MGI Symbol;Acc:MGI:96433]	852.7989334066	-0.275834352420307	0.138691410717536	-1.98883514842949	0.0467194018016759	0.147284484376845
ENSMUSG00000005534	Insr	insulin receptor [Source:MGI Symbol;Acc:MGI:96575]	970.237606352158	-0.00105092845595288	0.11564797383911	-0.00908730538949989	0.992749479120826	0.996386804730548
ENSMUSG00000005540	Fcer2a	Fc receptor, IgE, low affinity II, alpha polypeptide [Source:MGI Symbol;Acc:MGI:95497]	1.92945320574737	3.64625522531302	1.86658491876102	1.95343656142539	0.0507678874798257	NA
ENSMUSG00000005553	Atp4a	ATPase, H+/K+ exchanging, gastric, alpha polypeptide [Source:MGI Symbol;Acc:MGI:88113]	0.97366218474855	-1.29728741938847	2.52022186970629	-0.514751274473965	0.606726838246436	NA
ENSMUSG00000005566	Trim28	tripartite motif-containing 28 [Source:MGI Symbol;Acc:MGI:109274]	4288.15268478205	-0.178382524143834	0.0817158316624161	-2.1829616185119	0.0290386366330888	0.10420751474511
ENSMUSG00000005575	Ube2m	ubiquitin-conjugating enzyme E2M [Source:MGI Symbol;Acc:MGI:108278]	2004.23762915229	-0.163004589306189	0.0921802574915269	-1.76832430003976	0.0770067037576129	0.208624693539287
ENSMUSG00000005580	Adcy9	adenylate cyclase 9 [Source:MGI Symbol;Acc:MGI:108450]	67.6754779718923	-0.72564582883299	0.312453337580359	-2.32241343444239	0.0202106846593767	0.0805652463996207
ENSMUSG00000005583	Mef2c	myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]	24.3940901003566	-0.0459932926357502	0.459675780126308	-0.100055940783115	0.920299913897455	0.959322792829016
ENSMUSG00000005609	Ctr9	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:109345]	1023.61653540232	0.0372833166227286	0.0949061002340039	0.39284425901814	0.694434513230974	0.832195599221718
ENSMUSG00000005610	Eif4g2	eukaryotic translation initiation factor 4, gamma 2 [Source:MGI Symbol;Acc:MGI:109207]	14331.3481877586	0.0687871360323351	0.0720286050854412	0.954997475665937	0.339578973527887	0.550788315792078
ENSMUSG00000005611	Mrvi1	MRV integration site 1 [Source:MGI Symbol;Acc:MGI:1338023]	11.2530891355977	0.478077563851528	0.673360584962658	0.709987448816952	0.477711919461435	0.678139597894381
ENSMUSG00000005615	Pcyt1a	phosphate cytidylyltransferase 1, choline, alpha isoform [Source:MGI Symbol;Acc:MGI:88557]	1155.91968789804	-0.298873789900369	0.0959146739642822	-3.11603821967499	0.0018329851391983	0.0132649381527502
ENSMUSG00000005621	Zfp592	zinc finger protein 592 [Source:MGI Symbol;Acc:MGI:2443541]	736.368060271307	-0.00190650063399684	0.10755742300157	-0.0177254212753777	0.985857900586881	0.992286524123519
ENSMUSG00000005625	Psmd4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 [Source:MGI Symbol;Acc:MGI:1201670]	2813.1079083316	-0.0847948258959879	0.0953608245900227	-0.889199797301875	0.373895711749633	0.583775199625483
ENSMUSG00000005628	Tmod4	tropomodulin 4 [Source:MGI Symbol;Acc:MGI:1355285]	4.67390073345145	0.0138364350043056	1.06395615252366	0.0130047041614321	0.98962403980037	NA
ENSMUSG00000005640	Insrr	insulin receptor-related receptor [Source:MGI Symbol;Acc:MGI:1346037]	2.42639090235777	2.39747135249533	1.53186056919353	1.56507152198422	0.1175661400903	NA
ENSMUSG00000005656	Snx6	sorting nexin 6 [Source:MGI Symbol;Acc:MGI:1919433]	3008.97825143021	0.216757170468912	0.0765758200283684	2.83062160338095	0.00464576473168112	0.0267815592627607
ENSMUSG00000005667	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]	1103.63183094996	-0.108524104239523	0.0968984097122852	-1.11997817674983	0.262723061921703	0.470225307070783
ENSMUSG00000005672	Kit	kit oncogene [Source:MGI Symbol;Acc:MGI:96677]	47.9138401464426	0.789879518629458	0.330562043200314	2.38950458734552	0.0168711131683411	0.0706477863924282
ENSMUSG00000005674	Tomm40l	translocase of outer mitochondrial membrane 40 homolog-like (yeast) [Source:MGI Symbol;Acc:MGI:3589112]	234.945044511745	-0.355164758936739	0.165542354205349	-2.14546156868212	0.0319159609928352	0.112221230780459
ENSMUSG00000005677	Nr1i3	nuclear receptor subfamily 1, group I, member 3 [Source:MGI Symbol;Acc:MGI:1346307]	0.387123097582797	0.716924760008263	3.63759643888471	0.197087492264005	0.843759071191156	NA
ENSMUSG00000005681	Apoa2	apolipoprotein A-II [Source:MGI Symbol;Acc:MGI:88050]	17.6157831174075	0.0241937718931454	0.563199576590113	0.0429577238669575	0.965735234189154	0.981960600963965
ENSMUSG00000005682	Pan2	PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1918984]	690.983063474072	-0.0393410849557353	0.111927674548043	-0.35148666417481	0.725223275518622	0.851880610892407
ENSMUSG00000005683	Cs	citrate synthase [Source:MGI Symbol;Acc:MGI:88529]	5640.69273311437	-0.243047314751638	0.0725470127297785	-3.35020431036816	0.000807519740016355	0.00704355916291805
ENSMUSG00000005686	Ampd3	adenosine monophosphate deaminase 3 [Source:MGI Symbol;Acc:MGI:1096344]	104.996101680821	-0.175508383883368	0.229590241391223	-0.764441828275709	0.444603990234847	0.650372007788354
ENSMUSG00000005687	Bcas2	breast carcinoma amplified sequence 2 [Source:MGI Symbol;Acc:MGI:1915433]	1202.91963889831	0.206938435862212	0.096710990971775	2.13976130099429	0.0323740621578206	0.113211733281464
ENSMUSG00000005696	Sh2d1a	SH2 domain containing 1A [Source:MGI Symbol;Acc:MGI:1328352]	4.77727088176888	0.925017608013821	1.04240458149488	0.887388279402308	0.374869891524688	NA
ENSMUSG00000005698	Ctcf	CCCTC-binding factor [Source:MGI Symbol;Acc:MGI:109447]	1593.98470705127	0.427364836239431	0.0858579602929485	4.97757965343291	6.43842893493756e-07	2.08249873826601e-05
ENSMUSG00000005699	Pard6a	par-6 family cell polarity regulator alpha [Source:MGI Symbol;Acc:MGI:1927223]	98.5109913923179	-0.341619647721887	0.241477207637594	-1.41470762836792	0.157154236826138	0.339415034898783
ENSMUSG00000005705	Agrp	agouti related neuropeptide [Source:MGI Symbol;Acc:MGI:892013]	5.07115427564915	0.574891369519695	0.998058262248327	0.576009829551069	0.564608537613765	NA
ENSMUSG00000005716	Pvalb	parvalbumin [Source:MGI Symbol;Acc:MGI:97821]	0.20770243533911	-0.799684545080961	4.56209215174643	-0.175288994277512	0.860852559180934	NA
ENSMUSG00000005718	Tfap4	transcription factor AP4 [Source:MGI Symbol;Acc:MGI:103239]	660.477667563987	0.20697097937904	0.109105330744716	1.89698319932056	0.057830155501943	0.170374707946531
ENSMUSG00000005732	Ranbp1	RAN binding protein 1 [Source:MGI Symbol;Acc:MGI:96269]	3685.22153407803	0.278046592216239	0.0955799988310305	2.90904577962779	0.00362533768783039	0.0221368892165267
ENSMUSG00000005763	Cd247	CD247 antigen [Source:MGI Symbol;Acc:MGI:88334]	14.8807051263292	1.399027484725	0.594760830691905	2.35225222060684	0.0186601172570609	0.07566884174591
ENSMUSG00000005774	Rfx5	regulatory factor X, 5 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:1858421]	308.546197068032	-0.0315197242389864	0.153080161668321	-0.205903390063569	0.836866377302987	0.9156346886346
ENSMUSG00000005779	Psmb4	proteasome (prosome, macropain) subunit, beta type 4 [Source:MGI Symbol;Acc:MGI:1098257]	3727.28507820746	-0.128507760742693	0.0959300122579158	-1.33959912771813	0.18037570756749	0.370099508342248
ENSMUSG00000005800	Mmp8	matrix metallopeptidase 8 [Source:MGI Symbol;Acc:MGI:1202395]	13.8920575916313	-0.241981557683934	0.620887347378325	-0.389735044055403	0.696732480144309	0.833754255434711
ENSMUSG00000005802	Slc30a4	solute carrier family 30 (zinc transporter), member 4 [Source:MGI Symbol;Acc:MGI:1345282]	5836.92690630571	-0.0590433071567566	0.08612007956919	-0.685592807764657	0.492969918192448	0.690554300107836
ENSMUSG00000005803	Sqrdl	sulfide quinone reductase-like (yeast) [Source:MGI Symbol;Acc:MGI:1929899]	120.036708707214	0.182766607357308	0.218063936971141	0.838133117726366	0.401955944860517	0.611153465290418
ENSMUSG00000005804	Bloc1s6	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]	955.893483364876	0.00108474884133836	0.100391632787994	0.0108051718177462	0.991378887985093	0.995768709691743
ENSMUSG00000005813	Metap1	methionyl aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1922874]	1312.73505117105	0.186304497955163	0.0893665404188918	2.08472317583169	0.0370944356835356	0.124334675295501
ENSMUSG00000005823	Gpr108	G protein-coupled receptor 108 [Source:MGI Symbol;Acc:MGI:1925558]	1003.23436635092	-0.173879700452457	0.0987633587602395	-1.76056892591687	0.0783113919205121	0.211267502893523
ENSMUSG00000005824	Tnfsf14	tumor necrosis factor (ligand) superfamily, member 14 [Source:MGI Symbol;Acc:MGI:1355317]	6.92540916370162	0.499500213797647	0.837385653724617	0.596499607529594	0.550841515976601	NA
ENSMUSG00000005836	Gata6	GATA binding protein 6 [Source:MGI Symbol;Acc:MGI:107516]	95.6063635100564	0.765021675007929	0.2392927059172	3.19701209477167	0.00138859104049959	0.0107918923823149
ENSMUSG00000005846	Rsl1d1	ribosomal L1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913659]	2707.58579232866	0.229066778550642	0.0768340836796559	2.98131724334333	0.00287011298635211	0.0187456656430517
ENSMUSG00000005871	Apc	adenomatosis polyposis coli [Source:MGI Symbol;Acc:MGI:88039]	1006.73050890327	-0.472855540625345	0.120338283938784	-3.92938577108087	8.51631202661798e-05	0.0011747501001423
ENSMUSG00000005873	Reep5	receptor accessory protein 5 [Source:MGI Symbol;Acc:MGI:1270152]	3330.7643901277	-0.0224991703491962	0.0895991079623307	-0.251109311921446	0.801729596651671	0.897644299763612
ENSMUSG00000005881	Ergic3	ERGIC and golgi 3 [Source:MGI Symbol;Acc:MGI:1913616]	2198.26002098362	-0.106198634285881	0.0894962580833975	-1.18662653121117	0.235374966015319	0.438125833550725
ENSMUSG00000005882	Uqcc1	ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1929472]	735.206044312535	-0.142469214943505	0.104705701126105	-1.3606633966561	0.17362008698958	0.361592372459597
ENSMUSG00000005883	Spo11	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1349669]	15.8061013190506	0.201149161894076	0.573889282899497	0.350501687150869	0.725962224197032	0.852256027905902
ENSMUSG00000005886	Ncoa2	nuclear receptor coactivator 2 [Source:MGI Symbol;Acc:MGI:1276533]	942.496928646288	0.0233182675854805	0.118087865699303	0.197465399576768	0.843463355466021	0.919223537094705
ENSMUSG00000005893	Nr2c2	nuclear receptor subfamily 2, group C, member 2 [Source:MGI Symbol;Acc:MGI:1352466]	618.229593728996	-0.523925118977624	0.137890767772158	-3.79956633386309	0.000144949511588388	0.00180727438068385
ENSMUSG00000005897	Nr2c1	nuclear receptor subfamily 2, group C, member 1 [Source:MGI Symbol;Acc:MGI:1352465]	257.338072923081	0.105604894137084	0.156266095446593	0.675801707563469	0.499166550422614	0.695003073287664
ENSMUSG00000005899	Smpd4	sphingomyelin phosphodiesterase 4 [Source:MGI Symbol;Acc:MGI:1924876]	910.243312015333	-0.142287633424126	0.0988945402573179	-1.43878148433576	0.15021244398045	0.329381503667976
ENSMUSG00000005907	Pex1	peroxisomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1918632]	134.367369789966	-0.113267559164463	0.205962587066078	-0.549942398655751	0.582358882256602	0.758354692217385
ENSMUSG00000005917	Otx1	orthodenticle homolog 1 [Source:MGI Symbol;Acc:MGI:97450]	35.1899597542684	-0.153887526813978	0.408355660736696	-0.376846806865262	0.706287453851347	0.838441317393237
ENSMUSG00000005936	Kctd20	potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239]	2310.62071667857	-0.326055194650821	0.0797194785913209	-4.09003170131521	4.31314232907199e-05	0.000681275357003936
ENSMUSG00000005947	Itgae	integrin alpha E, epithelial-associated [Source:MGI Symbol;Acc:MGI:1298377]	47.341662834327	-0.417874072527032	0.341922339908257	-1.22213153033275	0.221657891247411	0.421752422343498
ENSMUSG00000005949	Ctns	cystinosis, nephropathic [Source:MGI Symbol;Acc:MGI:1932872]	267.97888625194	-0.263458678789317	0.153668893306914	-1.71445679811805	0.0864448648644433	0.225719203888013
ENSMUSG00000005950	P2rx5	purinergic receptor P2X, ligand-gated ion channel, 5 [Source:MGI Symbol;Acc:MGI:2137026]	8.33549317028941	0.690227276697293	0.803509097306283	0.85901613187858	0.390331615940746	NA
ENSMUSG00000005951	Shpk	sedoheptulokinase [Source:MGI Symbol;Acc:MGI:1921887]	48.1456980961646	-0.273094117073403	0.343068532918868	-0.796033710086687	0.426012442169695	0.632662978908447
ENSMUSG00000005952	Trpv1	transient receptor potential cation channel, subfamily V, member 1 [Source:MGI Symbol;Acc:MGI:1341787]	1.92828979256316	1.0063959871507	1.67265474313917	0.601675863640539	0.547389919362716	NA
ENSMUSG00000005958	Ephb3	Eph receptor B3 [Source:MGI Symbol;Acc:MGI:104770]	228.773512544846	-0.32127107939114	0.17042368718749	-1.88513160754289	0.0594120716403347	0.17329138777167
ENSMUSG00000005968	Tuft1	tuftelin 1 [Source:MGI Symbol;Acc:MGI:109572]	347.498453038635	-0.213687459932223	0.142080863854499	-1.5039848022817	0.132585279945327	0.303459091343169
ENSMUSG00000005973	Rcn1	reticulocalbin 1 [Source:MGI Symbol;Acc:MGI:104559]	2615.96668216266	0.395097745124895	0.0785806546589728	5.02792636227777	4.95812189307791e-07	1.70010188356262e-05
ENSMUSG00000005980	Dnase1	deoxyribonuclease I [Source:MGI Symbol;Acc:MGI:103157]	24.5827593689431	-0.131631402248861	0.461103355963065	-0.285470492779075	0.775283707630655	0.883596855245764
ENSMUSG00000005981	Trap1	TNF receptor-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915265]	2418.25233399528	-0.0825606085710534	0.0808265513279312	-1.02145405457282	0.307039366526414	0.517762386528637
ENSMUSG00000005982	Naa60	N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:MGI Symbol;Acc:MGI:1922013]	443.726493040914	-0.327595154576902	0.131832278292952	-2.48493888461015	0.0129573677493632	0.0580676745078041
ENSMUSG00000005986	Ankrd13d	ankyrin repeat domain 13 family, member D [Source:MGI Symbol;Acc:MGI:1915673]	106.542274196975	-0.0770254825865029	0.225642294478792	-0.34136101462903	0.732831820180543	0.857267000698536
ENSMUSG00000006005	Tpr	translocated promoter region, nuclear basket protein [Source:MGI Symbol;Acc:MGI:1922066]	4877.91496357754	0.00350313627690216	0.0944926902487005	0.0370730928252975	0.970426726089931	0.984310721838348
ENSMUSG00000006007	Pdc	phosducin [Source:MGI Symbol;Acc:MGI:98090]	1.77735356619378	1.10321181288402	1.68402360930598	0.65510471871512	0.512400334194577	NA
ENSMUSG00000006010	BC003331	cDNA sequence BC003331 [Source:MGI Symbol;Acc:MGI:2385108]	647.0186083222	0.0845023809742166	0.108552731426075	0.778445460230201	0.436306447521671	0.642550823801843
ENSMUSG00000006014	Prg4	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein) [Source:MGI Symbol;Acc:MGI:1891344]	512.479256830911	0.161912688468837	0.149366049634168	1.08399926800902	0.278365123393321	0.487591209284368
ENSMUSG00000006019	Dhx34	DEAH (Asp-Glu-Ala-His) box polypeptide 34 [Source:MGI Symbol;Acc:MGI:1918973]	365.174142357727	-0.354406369190609	0.134619199155881	-2.63265842771973	0.00847195010853267	0.0422005554017351
ENSMUSG00000006021	Kptn	kaptin [Source:MGI Symbol;Acc:MGI:1890380]	208.418969938887	-0.162225688036242	0.176030802360729	-0.921575575755218	0.356750003295074	0.567912472608372
ENSMUSG00000006024	Napa	N-ethylmaleimide sensitive fusion protein attachment protein alpha [Source:MGI Symbol;Acc:MGI:104563]	1767.48915161202	-0.196732338423735	0.0898357055912679	-2.18991254233392	0.0285305801856339	0.102899111145702
ENSMUSG00000006050	Sra1	steroid receptor RNA activator 1 [Source:MGI Symbol;Acc:MGI:1344414]	1128.11113581803	-0.00542775422290549	0.102974848908042	-0.0527095138323782	0.957963358623075	0.978255757502723
ENSMUSG00000006057	Atp5g1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9) [Source:MGI Symbol;Acc:MGI:107653]	180.068751728326	0.0304206767285594	0.192024023538231	0.158421202555954	0.87412490751976	0.935992195494903
ENSMUSG00000006058	Snf8	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1343161]	783.724973110651	-0.0699590619048787	0.116642729295589	-0.599772161774374	0.548658088482487	0.733911444817403
ENSMUSG00000006095	Tbcb	tubulin folding cofactor B [Source:MGI Symbol;Acc:MGI:1913661]	872.711163210876	-0.0952928948849805	0.112926759788117	-0.843846888583163	0.398754970159859	0.608258457108996
ENSMUSG00000006127	Inpp5k	inositol polyphosphate 5-phosphatase K [Source:MGI Symbol;Acc:MGI:1194899]	625.889605578132	-0.213234567879576	0.11313486620223	-1.88478207503614	0.0594592659855309	0.173373096467615
ENSMUSG00000006134	Crkl	v-crk sarcoma virus CT10 oncogene homolog (avian)-like [Source:MGI Symbol;Acc:MGI:104686]	1198.98072262676	-0.256308823822236	0.103779512313752	-2.46974396109464	0.0135209788504853	0.0600199548972763
ENSMUSG00000006143	Upk3bl	uroplakin 3B-like [Source:MGI Symbol;Acc:MGI:1916915]	2.20834014127077	-0.125895160749448	1.52266808419593	-0.0826806328024723	0.934105484921469	NA
ENSMUSG00000006154	Eps8l1	EPS8-like 1 [Source:MGI Symbol;Acc:MGI:1914675]	82.1018389898881	-0.33315371633865	0.261039044781703	-1.27626009594562	0.201863591129731	0.396451843029191
ENSMUSG00000006169	Clint1	clathrin interactor 1 [Source:MGI Symbol;Acc:MGI:2144243]	1744.00857576141	0.275364529477095	0.0843751978989633	3.26357195400994	0.00110017243866362	0.00896758203012309
ENSMUSG00000006179	Prss16	protease, serine 16 (thymus) [Source:MGI Symbol;Acc:MGI:1859181]	6.78722007127258	0.329687268388986	0.89023371166446	0.370337883265029	0.711130750454842	NA
ENSMUSG00000006191	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1921765]	253.13870550512	-0.0277897081158775	0.156325526527493	-0.177768204164597	0.858905018978673	0.927358544140118
ENSMUSG00000006205	Htra1	HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076]	4662.78814346052	-0.333564498208188	0.074679378149475	-4.46662126110021	7.94646284535799e-06	0.000168520292063122
ENSMUSG00000006215	Zbtb17	zinc finger and BTB domain containing 17 [Source:MGI Symbol;Acc:MGI:107410]	408.648106745992	0.00493359319772523	0.13017822512766	0.0378987591272434	0.9697684024129	0.984038766817661
ENSMUSG00000006219	Fblim1	filamin binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1921452]	1759.9662370654	0.0677933470470869	0.0854684779542644	0.793197078850103	0.427663009185817	0.634418824089034
ENSMUSG00000006221	Hspb7	heat shock protein family, member 7 (cardiovascular) [Source:MGI Symbol;Acc:MGI:1352494]	1.18252803327187	1.74794231568531	2.08255963205004	0.839324016842034	0.401287509508896	NA
ENSMUSG00000006235	Epor	erythropoietin receptor [Source:MGI Symbol;Acc:MGI:95408]	7.00566863397671	0.209624441154293	0.846770042535562	0.24755769645156	0.804476645304484	NA
ENSMUSG00000006241	Ccdc159	coiled-coil domain containing 159 [Source:MGI Symbol;Acc:MGI:1914369]	57.4799257212251	-0.373617321911853	0.316768981857573	-1.1794630892233	0.238213826063946	0.44165719857439
ENSMUSG00000006262	Mob1b	MOB kinase activator 1B [Source:MGI Symbol;Acc:MGI:1915723]	894.656468880534	-0.00077058696114019	0.108309856686258	-0.00711465220909998	0.994323376737065	0.996857621962655
ENSMUSG00000006269	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1 [Source:MGI Symbol;Acc:MGI:103285]	3.62217381365999	-0.302612366694007	1.20768330362986	-0.250572617659335	0.802144554369118	NA
ENSMUSG00000006273	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2 [Source:MGI Symbol;Acc:MGI:109618]	1919.71592929635	-0.187558156696278	0.0853069842061885	-2.19862603796831	0.0279045239615837	0.101299477754125
ENSMUSG00000006276	Eps15l1	epidermal growth factor receptor pathway substrate 15-like 1 [Source:MGI Symbol;Acc:MGI:104582]	930.100260915438	-0.189744447845031	0.101005534264213	-1.87855496460909	0.0603052853352736	0.175044667788223
ENSMUSG00000006281	Tep1	telomerase associated protein 1 [Source:MGI Symbol;Acc:MGI:109573]	1233.94584922064	-0.330888801719926	0.0972466692237356	-3.40257208150389	0.000667547437784357	0.00602522091513135
ENSMUSG00000006288	Ttc5	tetratricopeptide repeat domain 5 [Source:MGI Symbol;Acc:MGI:2683584]	310.199570201538	0.246770928161154	0.142943125752042	1.72635743665784	0.0842831281246794	0.221832174477086
ENSMUSG00000006289	Osgep	O-sialoglycoprotein endopeptidase [Source:MGI Symbol;Acc:MGI:1913496]	383.972299409376	-0.153018244980458	0.142819540142317	-1.07140973026504	0.283985239656252	0.493926117867399
ENSMUSG00000006299	Aamp	angio-associated migratory protein [Source:MGI Symbol;Acc:MGI:107809]	3635.89825098408	-0.123305530091977	0.0774903342654501	-1.59123755576512	0.111556123901167	0.26985030248975
ENSMUSG00000006301	Tmbim1	transmembrane BAX inhibitor motif containing 1 [Source:MGI Symbol;Acc:MGI:1916910]	3041.07442412881	-0.31221151696278	0.0808717770317872	-3.86057446023553	0.000113120761614542	0.00147536918616134
